,ownsCar,ownsRealty,numChildren,totalIncome,incomeType,eduLvl,famStatus,housingType,occupation,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus,gender
6092,Y,Y,1,427500,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,33,6,1,0,M
6093,Y,Y,1,427500,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,33,6,1,1,M
6094,Y,N,0,135000,Working,Higher education,Married,House / apartment,Not identified,2,43,5,1,0,M
6095,N,N,0,121500,Working,Higher education,Married,House / apartment,Not identified,2,27,8,1,1,M
6096,N,N,0,121500,Working,Higher education,Married,House / apartment,Not identified,2,27,8,1,0,M
6097,Y,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,27,0,1,1,M
6098,Y,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,27,0,1,0,M
6099,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,58,0,0,1,M
6100,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,Rented apartment,Drivers,2,47,5,1,1,M
6101,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,Rented apartment,Drivers,2,47,5,1,0,M
6102,N,N,0,247500,State servant,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,42,6,1,1,M
6103,N,N,0,247500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,42,6,1,1,M
6104,N,N,0,247500,State servant,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,42,6,1,0,M
6105,N,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,43,12,1,0,M
6106,N,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,43,12,1,1,M
6107,Y,N,1,90000,Working,Secondary / secondary special,Married,With parents,Laborers,3,25,2,1,1,M
6108,Y,N,1,90000,Working,Secondary / secondary special,Married,With parents,Laborers,3,25,2,1,0,M
6109,Y,Y,1,360000,Working,Higher education,Married,House / apartment,Managers,3,33,10,1,1,M
6110,Y,Y,1,360000,Working,Higher education,Married,House / apartment,Managers,3,33,10,1,0,M
6111,Y,N,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,1,27,6,1,1,M
6112,Y,Y,1,247500,State servant,Secondary / secondary special,Married,House / apartment,Managers,3,33,9,1,1,M
6113,Y,Y,1,247500,State servant,Secondary / secondary special,Married,House / apartment,Managers,3,33,9,1,0,M
6114,N,N,0,126000,Working,Higher education,Single / not married,House / apartment,Core staff,1,35,5,1,1,M
6115,N,N,0,126000,Working,Higher education,Single / not married,House / apartment,Core staff,1,35,5,1,0,M
6116,N,Y,1,117000,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,3,42,4,1,0,M
6117,N,Y,0,81000,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,66,0,0,0,M
6118,N,N,0,225000,Commercial associate,Secondary / secondary special,Separated,Rented apartment,Drivers,1,49,11,1,1,M
6119,N,N,0,225000,Commercial associate,Secondary / secondary special,Separated,Rented apartment,Drivers,1,49,11,1,0,M
6120,Y,N,0,180000,Working,Higher education,Married,With parents,Drivers,2,31,5,1,0,M
6121,Y,N,0,180000,Working,Higher education,Married,With parents,Drivers,2,31,5,1,1,M
6122,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,Laborers,2,40,6,1,1,M
6123,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,55,4,1,1,M
6124,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,1,56,0,1,0,M
6125,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,1,56,0,1,1,M
6126,Y,Y,2,270000,Commercial associate,Higher education,Married,House / apartment,Managers,4,48,1,1,1,M
6127,Y,Y,2,270000,Commercial associate,Higher education,Married,House / apartment,Managers,4,48,1,1,0,M
6128,Y,Y,2,90000,Pensioner,Lower secondary,Married,House / apartment,Not identified,4,61,0,0,1,M
6129,Y,Y,2,90000,Pensioner,Lower secondary,Married,House / apartment,Not identified,4,61,0,0,0,M
6130,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Security staff,3,34,7,1,0,M
6131,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,29,7,1,1,M
6132,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,51,0,0,1,M
6133,Y,N,2,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,4,37,3,1,0,M
6134,Y,Y,1,58500,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,38,7,1,0,M
6135,Y,Y,0,540000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,55,17,1,0,M
6136,Y,Y,0,540000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,55,17,1,1,M
6137,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,Managers,1,33,2,1,0,M
6138,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,60,4,1,0,M
6139,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,60,4,1,1,M
6140,N,Y,1,180000,Working,Lower secondary,Married,House / apartment,Not identified,3,29,4,1,0,M
6141,N,Y,1,180000,Working,Lower secondary,Married,House / apartment,Not identified,3,29,4,1,1,M
6142,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,2,45,7,1,1,M
6143,Y,Y,0,382500,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,60,3,1,0,M
6144,Y,Y,0,382500,Working,Secondary / secondary special,Married,House / apartment,Security staff,2,60,3,1,1,M
6145,Y,Y,0,270000,Working,Higher education,Married,House / apartment,Not identified,2,40,4,1,0,M
6146,Y,Y,0,270000,Working,Higher education,Married,House / apartment,Not identified,2,40,4,1,1,M
6147,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,30,1,1,1,M
6148,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,30,1,1,0,M
6149,Y,Y,0,157500,State servant,Higher education,Married,House / apartment,Core staff,2,46,1,1,0,M
6150,Y,Y,0,157500,State servant,Higher education,Married,House / apartment,Core staff,2,46,1,1,1,M
6151,Y,N,1,405000,Commercial associate,Higher education,Married,House / apartment,Managers,3,34,1,1,1,M
6152,Y,N,1,405000,Commercial associate,Higher education,Married,House / apartment,Managers,3,34,1,1,0,M
6153,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,42,14,1,1,M
6154,Y,Y,0,292500,Commercial associate,Secondary / secondary special,Married,With parents,Drivers,2,28,0,1,1,M
6155,Y,Y,0,292500,Commercial associate,Secondary / secondary special,Married,With parents,Drivers,2,28,0,1,0,M
6156,Y,N,3,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,5,44,2,1,0,M
6157,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,24,2,1,1,M
6158,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,3,37,1,1,1,M
6159,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,3,37,1,1,0,M
6160,Y,N,0,202500,Pensioner,Higher education,Married,House / apartment,Not identified,2,56,0,0,0,M
6161,Y,N,0,202500,Pensioner,Higher education,Married,House / apartment,Not identified,2,56,0,0,1,M
6162,Y,Y,1,373500,State servant,Higher education,Married,Office apartment,Core staff,3,36,3,1,1,M
6163,Y,Y,1,373500,State servant,Higher education,Married,Office apartment,Core staff,3,36,3,1,0,M
6164,Y,Y,0,360000,Working,Higher education,Married,House / apartment,Laborers,2,48,13,1,0,M
6165,Y,Y,0,360000,Working,Higher education,Married,House / apartment,Laborers,2,48,13,1,1,M
6166,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,59,0,0,0,M
6167,N,N,1,337500,Commercial associate,Higher education,Married,House / apartment,Managers,3,49,6,1,0,M
6168,Y,Y,0,135000,Working,Higher education,Married,House / apartment,Sales staff,2,25,1,1,0,M
6169,Y,Y,0,135000,Working,Higher education,Married,House / apartment,Sales staff,2,25,1,1,1,M
6170,Y,Y,0,157500,Working,Higher education,Married,House / apartment,Laborers,2,60,12,1,1,M
6171,Y,Y,0,157500,Working,Higher education,Married,House / apartment,Laborers,2,60,12,1,0,M
6172,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Managers,2,38,13,1,0,M
6173,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,24,1,1,0,M
6174,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,24,1,1,1,M
6175,N,Y,2,135000,Commercial associate,Higher education,Married,House / apartment,Laborers,4,36,1,1,0,M
6176,N,Y,2,135000,Commercial associate,Higher education,Married,House / apartment,Laborers,4,36,1,1,1,M
6177,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,47,1,1,1,M
6178,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,47,1,1,0,M
6179,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,60,2,1,0,M
6180,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,60,2,1,1,M
6181,Y,Y,1,292500,Commercial associate,Higher education,Married,House / apartment,Not identified,3,35,9,1,1,M
6182,Y,Y,1,292500,Commercial associate,Higher education,Married,House / apartment,Not identified,3,35,9,1,0,M
6183,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,38,10,1,1,M
6184,N,N,0,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Laborers,1,52,4,1,1,M
6185,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,2,49,5,1,1,M
6186,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,2,49,5,1,0,M
6187,Y,N,0,292500,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,39,4,1,0,M
6188,Y,Y,1,270000,Commercial associate,Incomplete higher,Married,House / apartment,Managers,3,46,7,1,0,M
6189,Y,Y,1,270000,Commercial associate,Incomplete higher,Married,House / apartment,Managers,3,46,7,1,1,M
6190,N,N,0,146250,Working,Secondary / secondary special,Single / not married,Rented apartment,Laborers,1,26,1,1,1,M
6191,N,N,0,146250,Working,Secondary / secondary special,Single / not married,Rented apartment,Laborers,1,26,1,1,0,M
6192,N,Y,0,144000,Working,Secondary / secondary special,Civil marriage,House / apartment,Security staff,2,47,5,1,0,M
6193,N,Y,0,144000,Working,Secondary / secondary special,Civil marriage,House / apartment,Security staff,2,47,5,1,1,M
6194,Y,Y,1,157500,Working,Higher education,Married,House / apartment,Laborers,3,27,8,1,0,M
6195,Y,Y,1,157500,Working,Higher education,Married,House / apartment,Laborers,3,27,8,1,1,M
6196,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,Managers,2,39,9,1,0,M
6197,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,Managers,2,39,9,1,1,M
6198,Y,Y,2,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,4,36,13,1,1,M
6199,Y,Y,2,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,4,36,13,1,0,M
6200,N,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,Laborers,2,45,2,1,0,M
6201,N,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,Laborers,2,45,2,1,1,M
6202,Y,Y,3,315000,Working,Secondary / secondary special,Married,House / apartment,Managers,5,43,15,1,1,M
6203,N,N,1,225000,Commercial associate,Higher education,Married,House / apartment,Laborers,3,29,6,1,0,M
6204,Y,Y,1,225000,Working,Higher education,Married,House / apartment,Managers,3,34,3,1,1,M
6205,Y,Y,1,225000,Working,Higher education,Married,House / apartment,Managers,3,34,3,1,0,M
6206,Y,Y,2,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,4,34,7,1,1,M
6207,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,50,10,1,0,M
6208,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,50,10,1,1,M
6209,Y,N,0,148500,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,31,9,1,1,M
6210,Y,N,0,148500,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,31,9,1,0,M
6211,Y,Y,0,247500,State servant,Higher education,Single / not married,House / apartment,High skill tech staff,1,28,2,1,1,M
6212,Y,Y,0,247500,State servant,Higher education,Single / not married,House / apartment,High skill tech staff,1,28,2,1,0,M
6213,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,34,2,1,0,M
6214,N,Y,0,90000,Working,Secondary / secondary special,Separated,Rented apartment,Laborers,1,26,0,1,1,M
6215,N,Y,0,90000,Working,Secondary / secondary special,Separated,Rented apartment,Laborers,1,26,0,1,0,M
6216,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,37,18,1,0,M
6217,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,37,18,1,1,M
6218,Y,Y,0,180000,Working,Higher education,Married,House / apartment,Not identified,2,60,12,1,1,M
6219,Y,Y,0,180000,Working,Higher education,Married,House / apartment,Not identified,2,60,12,1,0,M
6220,Y,N,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,31,3,1,1,M
6221,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,51,10,1,1,M
6222,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,51,10,1,0,M
6223,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,Security staff,1,27,1,1,0,M
6224,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,Security staff,1,27,1,1,1,M
6225,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,25,3,1,0,M
6226,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,25,3,1,1,M
6227,N,Y,0,148500,Commercial associate,Secondary / secondary special,Married,House / apartment,Not identified,2,46,3,1,0,M
6228,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,68,0,0,1,M
6229,N,N,0,144000,Commercial associate,Incomplete higher,Single / not married,Rented apartment,Security staff,1,29,2,1,1,M
6230,Y,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,26,0,1,0,M
6231,Y,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,26,0,1,1,M
6232,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,36,2,1,0,M
6233,Y,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,36,2,1,1,M
6234,Y,N,2,213750,State servant,Higher education,Married,House / apartment,Core staff,4,35,10,1,1,M
6235,Y,N,2,213750,State servant,Higher education,Married,House / apartment,Core staff,4,35,10,1,0,M
6236,Y,Y,1,405000,Working,Higher education,Married,House / apartment,High skill tech staff,3,29,5,1,0,M
6237,Y,Y,1,405000,Working,Higher education,Married,House / apartment,High skill tech staff,3,29,5,1,1,M
6238,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,41,22,1,1,M
6239,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,41,22,1,0,M
6240,Y,Y,0,315000,Commercial associate,Higher education,Married,Office apartment,Core staff,2,38,12,1,1,M
6241,Y,Y,0,315000,Commercial associate,Higher education,Married,Office apartment,Core staff,2,38,12,1,0,M
6242,N,N,2,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,38,1,1,0,M
6243,N,N,2,135000,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,38,1,1,1,M
6244,N,Y,1,231750,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,40,0,1,0,M
6245,N,Y,1,231750,Working,Secondary / secondary special,Married,House / apartment,Not identified,3,40,0,1,1,M
6246,N,N,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,29,2,1,1,M
